CustomerID,Sex,Age,Annual_Income,Spending_Score,Purchase_Frequency
929,Female,50,111.5,69,48
930,Male,49,99.2,31,19
931,Male,65,146.0,70,31
932,Female,23,90.5,91,43
933,Male,58,60.4,56,43
934,Male,53,85.1,89,25
935,Female,19,147.2,93,4
936,Male,46,109.0,28,13
937,Female,21,105.7,16,36
938,Male,18,47.5,54,42
939,Female,36,115.4,53,37
940,Female,43,116.3,12,3
941,Female,42,57.8,20,16
942,Male,27,80.3,82,26
943,Female,32,54.8,34,40
944,Male,39,49.9,53,39
945,Male,68,18.5,64,19
946,Male,65,53.5,23,46
947,Male,38,89.8,27,15
948,Female,39,15.2,17,32
949,Female,53,53.2,48,49
950,Male,51,134.0,21,21
951,Male,47,95.1,50,1
952,Female,42,97.1,40,6
953,Male,62,69.5,95,27
954,Female,45,106.3,3,23
955,Male,18,40.6,17,47
956,Male,66,125.5,61,31
957,Female,62,30.8,50,12
958,Male,21,103.6,90,21
959,Female,24,61.1,87,2
960,Male,66,115.9,6,5
961,Male,26,89.2,28,9
962,Male,53,76.1,72,20
963,Female,36,37.9,55,46
964,Male,18,101.0,58,18
965,Male,27,146.6,45,22
966,Male,53,126.5,72,8
967,Male,26,23.1,19,34
968,Female,62,65.8,29,9
969,Female,63,140.0,23,7
970,Male,59,82.9,32,30
971,Female,49,104.4,10,18
972,Male,49,138.2,91,27
973,Male,23,133.0,49,16
974,Male,65,82.7,65,21
975,Female,55,74.1,29,5
976,Female,34,60.9,59,29
977,Female,27,112.1,45,47
978,Female,67,53.7,67,37
979,Female,44,48.7,51,43
980,Female,67,63.1,95,22
981,Female,52,38.9,11,14
982,Female,69,108.8,86,19
983,Female,38,98.2,82,35
984,Male,42,80.2,99,24
985,Female,45,67.7,6,42
986,Female,64,137.7,67,6
987,Female,32,18.9,62,3
988,Female,21,118.8,5,34
989,Female,46,136.8,9,45
990,Female,26,75.3,28,2
991,Female,44,89.3,83,15
992,Female,43,142.5,92,37
993,Female,36,43.7,91,15
994,Female,45,85.2,77,32
995,Female,34,79.1,38,21
996,Male,60,49.9,43,17
997,Male,58,125.5,21,34
998,Female,59,136.4,91,32
999,Female,67,120.6,62,47
1000,Male,37,41.4,46,23
1001,Female,62,26.7,70,35
1002,Male,57,96.7,38,37
1003,Male,56,22.7,49,43
1004,Male,66,105.8,75,41
1005,Male,40,86.6,81,37
1006,Male,64,104.5,39,33
1007,Female,49,94.7,71,25
1008,Male,69,72.1,30,46
1009,Female,64,42.1,21,37
1010,Female,50,56.3,1,40
1011,Male,63,85.8,89,21
1012,Male,22,103.0,32,46
1013,Female,60,120.2,8,48
1014,Male,65,118.6,69,38
1015,Male,51,146.3,30,40
1016,Female,57,53.6,8,34
1017,Female,28,24.6,19,19
1018,Male,67,61.7,59,27
1019,Female,20,115.3,55,9
1020,Male,50,74.1,30,5
1021,Male,28,125.4,79,5
1022,Male,33,89.2,36,25
1023,Female,35,140.5,55,26
1024,Female,47,143.0,44,19
1025,Female,65,24.4,27,30
1026,Female,27,76.6,77,36
1027,Female,35,97.3,78,48
1028,Male,55,49.5,54,48
1029,Male,36,70.0,48,16
1030,Male,53,106.5,30,7
1031,Male,30,45.6,39,18
1032,Female,63,96.3,13,21
1033,Male,20,109.2,16,31
1034,Female,27,27.2,44,1
1035,Male,55,82.2,71,3
1036,Female,18,50.5,27,31
1037,Female,44,112.8,45,25
1038,Male,63,40.6,35,8
1039,Male,25,135.5,79,1
1040,Male,68,73.2,28,7
1041,Male,63,41.7,99,7
1042,Female,59,74.1,7,8
1043,Male,34,70.2,62,19
1044,Male,26,72.9,51,17
1045,Female,23,94.1,46,11
1046,Male,60,85.4,20,47
1047,Male,42,35.2,96,41
1048,Male,56,23.9,38,49
1049,Male,66,113.5,61,11
1050,Male,45,90.6,32,38
1051,Female,50,63.5,26,41
1052,Male,54,124.1,58,2
1053,Male,26,67.4,39,4
1054,Male,35,122.5,20,28
1055,Male,38,56.3,82,33
1056,Male,19,24.8,50,11
1057,Female,60,140.9,79,3
1058,Male,55,68.3,52,40
1059,Female,57,122.0,86,5
1060,Female,53,52.7,22,21
1061,Male,67,102.3,53,22
1062,Male,60,132.9,85,37
1063,Male,54,20.6,66,11
1064,Male,32,127.1,43,44
1065,Female,45,92.1,82,22
1066,Male,35,97.0,23,41
1067,Male,51,85.6,77,13
1068,Male,39,133.1,64,3
1069,Male,28,20.9,9,13
1070,Male,30,50.2,7,28
1071,Male,21,133.2,41,11
1072,Female,39,116.6,54,11
1073,Female,24,17.4,65,21
1074,Male,60,84.8,2,21
1075,Male,41,86.5,4,7
1076,Male,21,69.1,78,17
1077,Female,45,55.1,32,48
1078,Male,32,107.0,2,14
1079,Female,18,43.1,64,33
1080,Male,20,122.9,14,11
1081,Male,31,123.4,20,13
1082,Male,55,71.1,89,1
1083,Male,67,53.3,49,34
1084,Female,18,53.3,8,9
1085,Female,55,80.1,92,13
1086,Male,55,112.1,63,37
1087,Male,38,63.4,46,30
1088,Female,65,97.4,21,41
1089,Female,46,66.6,87,45
1090,Female,22,56.1,32,37
1091,Female,66,18.4,8,47
1092,Male,27,15.5,95,7
1093,Female,45,45.7,16,14
1094,Male,38,69.9,40,48
1095,Female,67,129.9,27,6
1096,Female,24,122.8,18,34
1097,Female,20,51.1,35,16
1098,Female,62,48.0,52,37
1099,Female,64,45.7,15,36
1100,Male,37,60.8,63,46
1101,Male,36,82.3,53,6
1102,Female,52,74.2,91,8
1103,Female,21,44.5,81,24
1104,Male,22,32.6,66,3
1105,Female,18,16.7,31,4
1106,Female,21,35.8,61,32
1107,Male,29,110.2,64,1
1108,Female,44,47.9,98,34
1109,Female,59,78.3,34,45
1110,Male,40,94.8,55,9
1111,Male,42,134.7,59,12
1112,Male,38,135.0,3,10
1113,Female,69,115.7,17,10
1114,Male,41,19.7,78,44
1115,Male,42,92.6,78,48
1116,Male,62,121.2,46,23
1117,Male,63,17.3,38,6
1118,Male,49,89.2,35,24
1119,Male,49,130.8,1,24
1120,Female,22,79.0,29,21
1121,Female,53,15.6,4,42
1122,Male,63,16.5,61,31
1123,Male,59,71.2,97,47
1124,Male,66,35.9,17,41
1125,Female,59,104.7,28,30
1126,Female,56,110.7,50,34
1127,Female,33,39.0,90,18
1128,Female,50,135.0,8,12
1129,Female,66,74.7,34,35
1130,Female,38,34.3,59,7
1131,Female,26,118.2,18,41
1132,Female,23,121.6,95,40
1133,Female,68,101.3,59,25
1134,Male,62,130.2,27,6
1135,Male,52,114.5,16,1
1136,Male,56,134.1,10,46
1137,Male,39,73.6,76,16
1138,Female,58,115.9,22,48
1139,Female,22,150.0,16,4
1140,Male,59,112.9,12,29
1141,Female,40,30.4,75,38
1142,Male,34,85.0,84,47
1143,Female,29,94.3,51,28
1144,Male,40,38.5,1,22
1145,Female,33,145.0,27,8
1146,Female,20,38.7,67,32
1147,Male,47,39.0,12,33
1148,Female,39,138.5,30,13
1149,Male,26,77.8,9,27
1150,Male,46,23.5,53,18
1151,Male,64,95.8,61,18
1152,Male,54,96.2,54,13
1153,Female,40,23.7,37,22
1154,Female,30,146.3,65,14
1155,Female,49,88.4,42,11
1156,Male,63,90.6,49,39
1157,Female,69,85.2,4,22
1158,Male,64,97.4,64,36
1159,Female,65,50.7,79,17
1160,Female,40,53.8,51,32
1161,Female,62,84.0,91,14
1162,Male,34,123.9,72,42
1163,Female,57,21.7,60,29
1164,Female,38,96.5,87,6
1165,Male,19,123.9,79,4
1166,Female,54,36.2,91,11
1167,Male,23,17.0,31,45
1168,Female,61,57.2,72,40
1169,Male,35,94.4,94,10
1170,Male,47,33.7,58,28
1171,Female,39,72.5,82,11
1172,Male,50,89.6,4,35
1173,Male,47,95.8,22,15
1174,Male,34,52.0,3,8
1175,Male,60,69.0,79,20
1176,Male,49,120.1,99,21
1177,Male,59,142.1,47,1
1178,Female,68,131.4,38,29
1179,Male,31,91.2,33,24
1180,Male,27,70.4,78,30
1181,Female,64,59.9,48,40
1182,Female,68,31.9,65,35
1183,Female,53,29.4,26,33
1184,Female,51,107.9,8,20
1185,Female,26,50.1,50,16
1186,Female,59,49.4,80,9
1187,Female,45,149.8,38,31
1188,Male,28,40.4,10,17
1189,Male,31,35.0,42,31
1190,Female,56,28.3,37,48
1191,Male,64,93.3,26,23
1192,Male,36,99.8,92,6
1193,Male,32,64.3,12,30
1194,Female,45,87.3,84,7
1195,Female,41,121.4,49,48
1196,Male,25,125.4,14,40
1197,Female,60,144.3,46,42
1198,Male,26,126.3,35,46
1199,Male,64,91.3,29,11
1200,Male,50,39.3,12,34
1201,Male,50,28.5,82,12
1202,Female,36,22.4,44,45
1203,Female,20,105.0,66,47
1204,Female,27,124.0,2,27
1205,Male,57,83.7,59,12
1206,Female,64,22.4,17,13
1207,Male,59,87.3,10,8
1208,Female,18,141.3,18,16
1209,Male,46,95.7,22,29
1210,Male,67,124.3,83,35
1211,Male,51,123.0,58,29
1212,Female,68,140.8,53,31
1213,Female,30,119.0,1,13
1214,Female,18,115.9,88,12
1215,Female,51,46.6,61,2
1216,Male,46,23.1,89,33
1217,Female,65,84.9,31,8
1218,Female,64,31.8,31,41
1219,Male,30,144.9,66,40
1220,Male,65,54.1,19,49
1221,Male,66,130.1,53,41
1222,Female,46,67.3,76,32
1223,Male,56,58.6,74,38
1224,Male,41,141.2,95,28
1225,Male,43,64.0,22,15
1226,Female,34,67.7,23,23
1227,Male,24,29.3,87,24
1228,Female,30,105.5,15,13
1229,Female,22,54.0,26,21
1230,Male,43,94.1,3,12
1231,Male,66,94.8,87,13
1232,Female,20,112.1,20,39
1233,Male,24,115.6,40,23
1234,Male,66,84.5,39,46
1235,Female,56,59.7,72,43
1236,Female,18,128.1,18,28
1237,Male,66,56.8,41,14
1238,Female,34,83.5,70,17
1239,Male,60,69.2,27,24
1240,Male,42,130.4,15,34
1241,Male,20,73.3,37,48
1242,Female,32,67.1,58,22
1243,Male,46,108.1,5,10
1244,Male,60,96.3,73,8
1245,Male,49,29.5,7,21
1246,Female,43,83.6,41,37
1247,Female,33,114.3,84,7
1248,Female,42,148.9,10,26
1249,Female,45,99.9,62,13
1250,Female,26,65.0,26,16
1251,Male,18,45.5,68,30
1252,Female,46,132.8,24,31
1253,Female,39,125.0,78,5
1254,Female,33,46.6,41,32
1255,Male,58,42.1,65,16
1256,Female,68,111.5,17,47
1257,Female,61,57.5,24,9
1258,Male,68,56.4,27,22
1259,Female,58,35.6,7,44
1260,Male,24,50.6,73,40
1261,Male,31,72.7,99,45
1262,Male,46,113.9,12,37
1263,Male,36,60.4,85,14
1264,Male,36,59.4,3,16
1265,Female,19,53.5,79,43
1266,Male,58,79.6,85,20
1267,Male,62,39.4,10,44
1268,Female,32,80.6,33,15
1269,Male,20,110.1,46,44
1270,Female,28,19.0,59,26
1271,Female,63,16.3,52,9
1272,Female,47,25.1,6,1
1273,Male,57,87.3,2,35
1274,Male,35,130.4,29,44
1275,Male,68,15.7,40,20
1276,Female,65,141.4,97,45
1277,Male,19,29.3,61,6
1278,Male,49,128.7,68,42
1279,Male,25,80.2,68,10
1280,Female,39,104.0,29,48
1281,Female,23,83.9,62,33
1282,Male,29,79.4,60,16
1283,Male,64,127.7,84,36
1284,Male,57,117.0,41,6
1285,Male,53,80.3,87,19
1286,Female,32,30.1,82,31
1287,Female,45,30.6,89,2
1288,Female,69,123.2,65,18
1289,Female,66,86.5,64,42
1290,Male,62,80.0,79,28
1291,Male,35,106.9,63,4
1292,Male,19,130.9,98,1
1293,Female,30,99.9,48,47
1294,Male,62,118.0,20,42
1295,Female,32,118.3,37,16
1296,Female,37,63.1,64,45
1297,Male,46,52.0,91,47
1298,Male,59,123.2,86,2
1299,Male,46,65.9,5,36
1300,Female,20,137.0,34,1
1301,Male,36,24.4,39,39
1302,Female,20,22.9,67,23
1303,Male,31,140.1,81,26
1304,Female,57,102.5,62,11
1305,Female,21,66.2,88,42
1306,Male,69,116.9,24,1
1307,Female,28,105.8,3,11
1308,Female,48,86.7,71,24
1309,Male,60,28.3,89,10
1310,Female,49,124.6,67,14
1311,Male,44,131.9,79,14
1312,Female,47,38.2,93,7
1313,Male,60,129.8,50,23
1314,Male,19,133.5,29,43
1315,Female,66,89.2,74,22
1316,Female,26,103.6,32,36
1317,Female,45,66.6,87,27
1318,Female,48,53.0,39,2
1319,Female,51,112.5,9,39
1320,Male,32,131.4,14,46
1321,Female,65,103.3,68,19
1322,Male,42,84.1,64,7
1323,Male,53,36.5,20,12
1324,Female,25,22.2,28,3
1325,Male,26,75.2,14,47
1326,Male,54,21.7,44,5
1327,Male,65,91.9,98,8
1328,Male,62,66.7,77,14
1329,Female,56,117.2,95,36
1330,Male,49,56.3,97,7
1331,Female,69,95.1,39,7
1332,Female,34,87.6,28,46
1333,Male,52,15.6,64,32
1334,Female,54,24.8,89,8
1335,Female,36,54.2,32,12
1336,Female,61,134.1,9,10
1337,Male,46,34.8,28,14
1338,Female,24,111.0,95,9
1339,Female,45,146.4,17,38
1340,Female,26,121.7,87,30
1341,Male,45,47.8,77,5
1342,Female,23,137.6,55,1
1343,Male,46,27.6,10,1
1344,Male,34,78.2,80,20
1345,Male,33,134.8,6,49
1346,Male,40,101.6,48,11
1347,Male,48,70.8,75,26
1348,Male,20,54.5,67,44
1349,Female,38,65.6,92,3
1350,Male,43,83.7,41,6
1351,Female,53,58.1,79,43
1352,Female,59,145.8,60,45
1353,Male,54,141.0,77,11
1354,Female,39,132.5,42,8
1355,Female,59,71.9,81,29
1356,Female,29,108.3,71,10
1357,Female,59,136.9,28,34
1358,Male,30,129.8,13,24
1359,Female,28,70.9,81,46
1360,Male,33,30.2,15,48
1361,Female,25,25.2,36,17
1362,Female,57,92.9,92,32
1363,Male,57,101.8,15,11
1364,Female,62,129.7,75,34
1365,Female,19,54.5,56,24
1366,Female,47,37.6,95,5
1367,Male,47,66.2,4,29
1368,Female,29,62.7,99,48
1369,Male,27,32.9,98,48
1370,Female,61,105.8,52,34
1371,Male,28,83.7,91,16
1372,Male,32,112.4,10,25
1373,Female,33,62.6,94,37
1374,Female,34,59.0,45,8
1375,Male,43,78.8,84,29
1376,Male,19,133.4,29,46
1377,Female,67,20.4,53,25
1378,Male,29,123.7,29,42
1379,Female,68,64.8,23,23
1380,Female,43,130.4,57,34
1381,Female,40,123.3,50,3
1382,Female,35,62.1,21,30
1383,Male,49,108.7,43,34
1384,Female,66,36.6,10,32
1385,Male,55,136.0,76,29
1386,Female,64,69.6,30,9
1387,Male,20,76.5,51,2
1388,Female,55,110.3,33,39
1389,Male,20,125.8,18,7
1390,Male,47,46.9,78,46
1391,Female,18,104.3,22,5
1392,Female,47,67.9,64,8
1393,Female,62,64.8,21,32
1394,Female,49,108.2,1,18
1395,Male,45,67.3,15,38
1396,Female,38,61.7,36,46
1397,Male,63,127.8,47,18
1398,Male,30,28.7,54,49
1399,Female,44,106.2,86,41
1400,Male,53,48.6,32,45
1401,Male,24,17.1,58,16
1402,Male,39,37.5,46,21
1403,Male,27,96.9,54,10
1404,Female,56,110.7,33,42
1405,Female,32,17.8,39,4
1406,Female,32,19.9,23,44
1407,Female,21,136.8,43,8
1408,Male,49,24.9,55,47
1409,Male,40,135.7,2,19
1410,Female,23,45.8,66,47
1411,Female,41,114.9,38,40
1412,Female,37,56.8,29,40
1413,Male,54,130.9,67,9
1414,Female,37,109.6,71,30
1415,Female,29,69.2,36,17
1416,Female,50,25.3,29,40
1417,Male,45,113.9,37,44
1418,Male,25,98.3,87,15
1419,Male,18,15.4,45,4
1420,Male,54,16.3,16,6
1421,Male,39,124.2,31,16
1422,Male,23,50.0,34,26
1423,Male,38,100.9,50,37
1424,Male,49,76.3,65,23
1425,Female,52,131.6,82,13
1426,Female,32,138.8,62,47
1427,Male,22,149.6,43,17
1428,Male,63,35.7,56,27
1429,Female,67,131.5,15,22
1430,Male,65,50.9,48,37
1431,Male,23,94.8,49,19
1432,Male,42,83.3,81,39
1433,Female,63,17.4,44,35
1434,Female,57,140.9,10,13
1435,Female,46,25.6,20,14
1436,Female,24,107.9,70,48
1437,Female,57,121.0,8,31
1438,Male,30,122.4,45,45
1439,Female,55,33.3,34,2
1440,Male,35,75.4,96,46
1441,Male,19,127.0,51,39
1442,Female,25,55.9,4,37
1443,Female,28,78.1,39,14
1444,Male,50,51.8,84,9
1445,Male,55,77.6,24,10
1446,Male,65,134.9,88,7
1447,Female,44,76.4,55,28
1448,Female,37,90.0,26,46
1449,Female,29,69.5,25,25
1450,Female,60,77.1,36,46
1451,Female,48,17.0,71,28
1452,Male,44,53.3,74,2
1453,Female,49,73.9,58,17
1454,Male,27,100.6,12,4
1455,Male,20,75.8,1,13
1456,Male,62,60.6,50,18
1457,Female,44,67.4,25,3
1458,Female,52,47.7,80,37
1459,Female,48,139.8,5,33
1460,Male,32,85.4,83,41
1461,Male,33,16.8,68,24
1462,Male,30,17.6,6,8
1463,Male,66,146.3,26,35
1464,Male,52,44.9,55,2
1465,Male,69,123.8,39,33
1466,Female,28,22.9,9,12
1467,Female,38,139.4,45,22
1468,Female,68,133.0,14,13
1469,Female,28,92.1,55,10
1470,Male,47,16.2,9,17
1471,Male,65,49.8,15,43
1472,Female,52,69.9,37,5
1473,Male,39,77.1,50,9
1474,Female,55,55.2,84,13
1475,Female,48,19.4,72,23
1476,Female,31,94.7,96,30
1477,Male,41,85.8,21,43
1478,Female,67,53.2,57,4
1479,Female,66,20.1,19,21
1480,Female,49,149.3,93,43
1481,Male,53,80.1,58,9
1482,Male,49,117.1,95,7
1483,Female,32,76.1,6,16
1484,Male,60,20.8,4,23
1485,Male,52,56.8,43,23
1486,Male,20,58.2,93,31
1487,Male,33,128.2,42,5
1488,Male,22,103.3,3,6
1489,Male,38,52.2,1,1
1490,Male,27,145.6,55,48
1491,Male,36,58.4,15,28
1492,Male,42,149.8,47,18
1493,Male,21,149.5,85,24
1494,Female,46,40.8,46,13
1495,Female,36,57.2,58,33
1496,Male,60,80.6,95,10
1497,Female,19,104.7,71,7
1498,Female,27,86.3,81,37
1499,Male,60,145.9,83,32
1500,Male,42,112.7,39,45
1501,Male,37,43.6,3,22
1502,Female,65,29.2,30,16
1503,Female,36,107.9,35,24
1504,Male,40,36.4,57,14
1505,Male,41,121.3,29,11
1506,Male,28,57.0,50,19
1507,Female,63,59.1,62,23
1508,Female,51,16.5,52,34
1509,Female,45,109.6,14,40
1510,Female,22,30.3,35,13
1511,Male,22,119.3,28,39
1512,Male,68,81.4,58,44
1513,Male,38,120.9,30,28
1514,Male,29,93.8,90,40
1515,Female,67,26.1,7,16
1516,Female,21,118.4,39,28
1517,Male,66,24.4,95,4
1518,Male,59,79.6,69,28
1519,Female,37,38.3,35,12
1520,Male,55,116.6,52,16
1521,Female,42,138.1,14,49
1522,Male,31,89.8,63,36
1523,Male,28,86.2,36,20
1524,Male,49,118.1,91,26
1525,Male,28,15.7,24,26
1526,Male,35,138.9,40,22
1527,Male,44,41.7,29,9
1528,Male,35,147.9,53,5
1529,Female,40,114.4,22,17
1530,Female,28,119.5,72,49
1531,Female,38,103.6,15,34
1532,Female,61,78.7,69,2
1533,Female,22,92.2,64,7
1534,Male,40,21.3,4,36
1535,Male,58,99.2,75,13
1536,Female,42,99.5,18,20
1537,Male,58,135.3,42,30
1538,Female,27,83.3,30,30
1539,Female,39,25.4,15,11
1540,Male,36,56.3,70,31
1541,Male,18,103.5,55,3
1542,Male,24,47.3,53,2
1543,Female,21,52.9,16,48
1544,Male,18,125.8,73,3
1545,Female,32,93.9,34,15
1546,Female,57,83.7,27,17
1547,Female,29,58.0,13,48
1548,Male,39,113.7,27,7
1549,Male,39,53.8,73,48
1550,Female,67,114.5,69,5
1551,Male,64,24.5,86,34
1552,Male,34,131.7,31,33
1553,Male,46,82.4,3,45
1554,Female,63,74.2,30,16
1555,Female,31,97.5,21,37
1556,Male,67,99.3,99,3
1557,Female,37,32.8,6,47
1558,Male,67,117.1,92,48
1559,Male,65,52.3,32,43
1560,Male,50,137.2,42,21
1561,Male,60,125.4,62,41
1562,Female,32,61.7,89,8
1563,Female,29,124.0,32,22
1564,Female,57,63.1,99,5
1565,Male,37,28.6,86,17
1566,Male,47,144.9,88,37
1567,Male,55,103.1,39,14
1568,Female,20,76.6,64,39
1569,Male,45,68.7,30,41
1570,Female,43,58.8,63,28
1571,Female,47,147.5,96,31
1572,Female,30,33.2,31,17
1573,Female,30,57.5,87,35
1574,Female,19,80.5,40,40
1575,Female,54,79.5,33,22
1576,Male,66,78.6,63,45
1577,Male,55,38.7,25,48
1578,Female,19,34.6,36,29
1579,Female,53,49.4,24,10
1580,Male,43,138.5,95,18
1581,Female,28,30.3,58,35
1582,Female,25,117.3,39,44
1583,Male,61,117.3,46,16
1584,Female,57,124.3,77,49
1585,Female,60,134.7,10,7
1586,Female,39,50.5,87,30
1587,Male,37,45.3,82,19
1588,Male,25,77.8,32,23
1589,Male,46,50.8,97,8
1590,Female,57,114.1,36,17
1591,Female,43,100.9,28,21
1592,Male,47,133.1,16,26
1593,Female,34,26.2,16,28
1594,Female,37,138.5,18,39
1595,Female,69,54.6,8,33
1596,Female,33,81.2,80,40
1597,Female,63,74.2,75,19
1598,Male,60,117.6,70,29
1599,Female,24,71.7,1,20
1600,Male,33,142.4,62,20
1601,Female,62,136.8,76,10
1602,Male,64,132.7,38,12
1603,Female,65,24.6,92,33
1604,Male,44,130.3,45,25
1605,Female,40,120.5,58,25
1606,Male,41,29.0,81,4
1607,Female,26,29.5,1,4
1608,Male,52,28.7,32,9
1609,Female,68,16.5,8,15
1610,Male,37,89.1,40,26
1611,Male,54,146.4,56,15
1612,Female,59,74.2,63,26
1613,Female,34,88.0,88,28
1614,Male,64,145.7,74,7
1615,Female,48,49.4,74,32
1616,Male,25,130.9,36,12
1617,Male,32,88.8,89,35
1618,Male,48,91.9,57,32
1619,Female,47,61.3,74,9
1620,Male,63,90.8,83,14
1621,Male,37,24.9,45,13
1622,Female,56,118.2,79,44
1623,Female,29,53.4,80,33
1624,Female,66,134.8,2,32
1625,Female,34,64.7,93,19
1626,Male,59,34.3,68,30
1627,Male,47,108.9,50,16
1628,Male,46,37.2,29,12
1629,Male,36,116.7,95,10
1630,Female,63,145.7,81,2
1631,Male,28,120.2,10,18
1632,Male,51,18.0,27,13
1633,Female,67,96.0,15,29
1634,Male,24,108.9,60,24
1635,Male,61,126.4,31,38
1636,Male,51,22.6,21,12
1637,Male,37,79.8,60,29
1638,Male,67,87.3,58,22
1639,Male,55,37.8,41,36
1640,Female,41,58.5,46,1
1641,Female,27,74.4,45,43
1642,Male,49,127.5,26,40
1643,Male,69,140.5,51,34
1644,Female,32,99.8,36,34
1645,Male,54,68.3,52,48
1646,Male,37,49.3,81,33
1647,Male,20,147.6,51,4
1648,Female,54,147.7,3,38
1649,Male,57,139.9,14,30
1650,Female,25,121.1,49,46
1651,Male,57,59.0,77,20
1652,Female,61,125.3,91,26
1653,Female,40,70.2,1,15
1654,Male,57,59.1,57,7
1655,Female,28,115.6,17,7
1656,Male,63,25.8,50,29
1657,Female,25,21.6,98,23
1658,Male,46,75.5,14,34
1659,Male,47,75.2,59,20
1660,Female,27,135.9,81,15
1661,Male,56,32.0,3,33
1662,Male,45,31.6,98,17
1663,Female,66,34.9,40,20
1664,Male,53,19.0,89,13
1665,Male,30,24.7,66,44
1666,Female,49,104.1,34,24
1667,Female,53,73.3,90,47
1668,Male,54,118.1,95,37
1669,Male,43,149.0,9,7
1670,Female,39,104.0,94,8
1671,Female,21,21.8,84,23
1672,Male,48,29.1,21,14
1673,Female,35,133.9,93,4
1674,Male,55,86.2,25,21
1675,Male,41,126.4,44,46
1676,Male,40,130.6,25,10
1677,Male,39,140.2,9,22
1678,Male,19,143.2,62,30
1679,Female,48,89.9,26,30
1680,Female,28,61.0,57,16
1681,Female,45,144.9,37,11
1682,Female,63,88.9,16,22
1683,Male,49,23.7,37,29
1684,Male,22,101.8,76,25
1685,Male,55,94.3,24,14
1686,Male,27,135.9,26,14
1687,Female,57,103.2,20,2
1688,Male,63,62.1,9,13
1689,Male,41,145.4,87,3
1690,Female,52,123.2,29,30
1691,Female,61,100.1,31,18
1692,Female,65,54.5,19,36
1693,Female,40,65.4,20,21
1694,Male,34,105.4,87,19
1695,Male,18,24.7,27,16
1696,Female,48,49.7,94,28
1697,Male,48,111.4,85,4
1698,Male,59,79.8,44,15
1699,Male,59,69.3,35,1
1700,Female,51,35.4,71,48
1701,Male,26,74.6,22,47
1702,Female,39,119.0,74,16
1703,Male,30,50.6,87,20
1704,Male,42,15.7,15,33
1705,Male,65,105.2,94,17
1706,Female,35,146.3,98,5
1707,Male,68,96.9,13,5
1708,Female,29,31.2,4,39
1709,Female,57,58.3,82,13
1710,Female,34,132.1,56,44
1711,Male,32,46.4,23,36
1712,Male,59,97.0,97,30
1713,Male,32,69.4,98,4
1714,Male,32,43.1,34,23
1715,Female,56,124.8,99,21
1716,Female,30,115.3,17,21
1717,Female,34,104.3,28,6
1718,Male,49,46.9,14,24
1719,Female,26,28.2,34,47
1720,Male,57,92.8,75,31
1721,Female,37,89.7,57,19
1722,Male,43,40.4,77,38
1723,Male,44,22.6,97,12
1724,Female,38,25.9,55,14
1725,Female,35,149.0,66,12
1726,Female,30,120.8,98,15
1727,Female,33,139.5,93,19
1728,Male,26,41.3,37,28
1729,Female,29,144.7,68,40
1730,Female,61,34.3,76,41
1731,Female,55,83.7,26,5
1732,Male,36,127.0,61,5
1733,Male,24,62.2,92,6
1734,Female,52,72.4,67,23
1735,Male,65,32.3,84,3
1736,Female,35,31.6,74,37
1737,Male,33,98.6,52,33
1738,Male,56,106.2,18,43
1739,Male,21,119.9,53,21
1740,Male,42,90.2,63,20
1741,Female,49,102.2,53,1
1742,Female,57,16.8,27,39
1743,Female,30,36.9,31,47
1744,Male,62,148.0,91,17
1745,Female,34,25.3,1,29
1746,Female,66,106.6,6,8
1747,Female,54,38.8,11,26
1748,Male,23,111.8,34,28
1749,Male,36,110.3,84,34
1750,Male,30,46.6,63,26
1751,Female,43,51.4,53,13
1752,Female,31,103.4,85,44
1753,Female,48,67.7,85,37
1754,Male,21,41.3,18,13
1755,Male,56,113.8,21,38
1756,Female,25,35.8,19,25
1757,Male,42,130.5,4,47
1758,Male,30,84.5,77,23
1759,Male,49,29.3,82,22
1760,Male,55,108.7,29,21
1761,Female,55,85.1,25,30
1762,Male,45,55.2,56,11
1763,Male,47,72.0,77,4
1764,Male,20,55.3,63,33
1765,Male,45,50.5,27,47
1766,Female,20,37.1,60,12
1767,Female,62,64.0,83,9
1768,Male,51,48.9,49,32
1769,Male,33,107.3,65,11
1770,Male,39,107.3,38,37
1771,Male,49,82.7,83,24
1772,Male,55,120.0,52,7
1773,Male,25,128.6,1,8
1774,Female,25,93.3,40,33
1775,Male,23,98.6,81,25
1776,Female,31,53.2,21,1
1777,Female,49,135.8,86,3
1778,Male,52,18.3,15,40
1779,Female,27,62.1,50,28
1780,Female,20,112.4,48,43
1781,Female,29,25.8,32,33
1782,Female,66,39.7,49,46
1783,Female,48,94.6,68,1
1784,Female,46,90.6,45,38
1785,Male,22,114.8,32,27
1786,Female,69,124.7,4,38
1787,Female,42,32.4,65,35
1788,Female,58,17.5,97,10
1789,Male,48,108.1,71,12
1790,Female,38,55.7,73,10
1791,Male,37,99.5,65,34
1792,Female,56,35.3,80,24
1793,Male,39,78.3,18,28
1794,Male,21,83.1,54,22
1795,Female,30,94.0,47,45
1796,Female,62,84.3,6,16
1797,Male,59,81.9,66,13
1798,Female,67,59.9,9,36
1799,Male,66,24.6,68,36
1800,Male,37,27.1,23,43
1801,Male,69,73.6,43,23
1802,Male,30,63.0,51,14
1803,Male,34,84.7,72,32
1804,Female,53,56.2,25,3
1805,Male,50,107.9,80,27
